FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
202303,31,0,48823,1088285,"D","03/31/2023 00:00:00",50,"F","Permanent Structure",202303
202303,31,0,48824,1088285,"D","03/31/2023 00:00:00",69,"F","Permanent Structure",202303
202304,19,0,49349,1094927,"D","04/19/2023 00:00:00",66,"M","Mobile/Trailer Home",202304
202304,16,0,48730,1081889,"D","04/16/2023 00:00:00",39,"M","Boating",202304
202304,22,0,48738,1082384,"D","04/22/2023 00:00:00",12,"","Under Tree",202304
202304,1,0,48735,1082450,"D","04/01/2023 00:00:00",,"F","Ball Field",202304
202304,29,0,48749,1084359,"D","04/29/2023 00:00:00",1,"M","Outside/Open Areas",202304
202304,6,0,49055,1084485,"D","04/06/2023 00:00:00",16,"M","In Water",202304
202304,6,0,49056,1084486,"D","04/06/2023 00:00:00",50,"M","In Water",202304
202304,28,0,48755,1084489,"D","04/28/2023 00:00:00",39,"M","In Water",202304
202304,6,0,48756,1084594,"D","04/06/2023 00:00:00",,"M","In Water",202304
202304,4,0,48763,1085126,"D","04/04/2023 00:00:00",50,"M","In Water",202304
202304,5,0,48790,1086003,"D","04/05/2023 00:00:00",62,"M","Mobile/Trailer Home",202304
202304,5,0,48791,1086003,"D","04/05/2023 00:00:00",57,"F","Mobile/Trailer Home",202304
202304,5,0,48792,1086003,"D","04/05/2023 00:00:00",37,"M","Mobile/Trailer Home",202304
202304,5,0,48793,1086003,"D","04/05/2023 00:00:00",16,"F","Mobile/Trailer Home",202304
202304,5,0,48794,1086003,"D","04/05/2023 00:00:00",18,"M","Mobile/Trailer Home",202304
202304,16,0,49148,1088298,"D","04/16/2023 00:00:00",54,"F","Vehicle/Towed Trailer",202304
202304,1,0,49163,1089589,"D","04/01/2023 00:00:00",55,"M","Mobile/Trailer Home",202304
202304,29,0,49019,1090556,"D","04/29/2023 00:00:00",14,"M","In Water",202304
202304,13,0,49057,1091574,"D","04/13/2023 00:00:00",12,"M","Other",202304
202304,7,0,49058,1091575,"D","04/07/2023 00:00:00",13,"M","In Water",202304
202304,1,0,49126,1092807,"D","04/01/2023 00:00:00",90,"F","Permanent Home",202304
202304,11,0,49131,1093810,"I","04/11/2023 00:00:00",39,"M","Outside/Open Areas",202304
202304,9,0,49146,1095873,"D","04/09/2023 00:00:00",38,"M","In Water",202304
202304,9,0,49147,1095873,"D","04/09/2023 00:00:00",38,"M","In Water",202304
202305,29,0,49076,1092358,"D","05/29/2023 00:00:00",22,"M","In Water",202305
202305,16,0,49129,1093067,"D","05/16/2023 00:00:00",65,"M","Vehicle/Towed Trailer",202305
202305,28,0,49167,1098330,"D","05/28/2023 00:00:00",19,"M","In Water",202305
202305,4,0,49259,1100246,"D","05/04/2023 00:00:00",29,"F","Mobile/Trailer Home",202305
202305,4,0,49260,1100246,"D","05/04/2023 00:00:00",33,"M","Mobile/Trailer Home",202305
202305,20,0,49219,1100345,"D","05/20/2023 00:00:00",65,"M","Outside/Open Areas",202305
202305,20,0,49220,1100345,"D","05/20/2023 00:00:00",72,"M","Outside/Open Areas",202305
202305,15,0,49261,1101103,"D","05/15/2023 00:00:00",34,"M","Outside/Open Areas",202305
202306,16,0,49262,1101103,"D","06/16/2023 00:00:00",6,"M","Outside/Open Areas",202305
202305,21,0,49263,1102212,"D","05/21/2023 00:00:00",62,"M","In Water",202305
202305,21,0,49264,1102212,"D","05/21/2023 00:00:00",21,"M","In Water",202305
202301,17,0,48181,1068797,"I","01/17/2023 00:00:00",51,"F","Vehicle/Towed Trailer",202301
202302,4,0,49445,1072875,"D","02/04/2023 00:00:00",24,"M","Outside/Open Areas",202301
202301,12,0,49296,1079339,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49295,1079339,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49298,1079340,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49297,1079340,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49300,1079341,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49299,1079341,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202301,12,0,49302,1079342,"I","01/12/2023 00:00:00",,"","Other",202301
202301,12,0,49301,1079342,"D","01/12/2023 00:00:00",,"","Vehicle/Towed Trailer",202301
202303,31,0,48827,1085836,"D","03/31/2023 00:00:00",50,"M","Business",202303
202303,9,0,48869,1087897,"D","03/09/2023 00:00:00",46,"M","Outside/Open Areas",202303
202303,27,0,48893,1088836,"D","03/27/2023 00:00:00",38,"M","Outside/Open Areas",202303
202303,14,0,48870,1088848,"D","03/14/2023 00:00:00",,"","Outside/Open Areas",202303
202303,15,0,48871,1088848,"D","03/15/2023 00:00:00",,"","Outside/Open Areas",202303
202303,21,0,48890,1088869,"I","03/21/2023 00:00:00",46,"F","Vehicle/Towed Trailer",202303
202303,21,0,48892,1088869,"I","03/21/2023 00:00:00",16,"M","Vehicle/Towed Trailer",202303
202303,18,0,48979,1090054,"D","03/18/2023 00:00:00",81,"M","In Water",202303
202303,12,0,49021,1090814,"D","03/12/2023 00:00:00",29,"M","Outside/Open Areas",202303
202304,1,0,49406,1091003,"D","04/01/2023 00:00:00",,"","Unknown",202304
202305,27,0,49343,1095854,"D","05/27/2023 00:00:00",21,"M","In Water",202305
202305,29,0,49144,1095856,"D","05/29/2023 00:00:00",22,"F","In Water",202305
202304,17,0,49151,1096152,"I","04/17/2023 00:00:00",50,"M","Permanent Structure",202304
202304,3,0,49155,1096604,"D","04/03/2023 00:00:00",68,"F","Mobile/Trailer Home",202304
202304,1,0,49154,1096614,"D","04/01/2023 00:00:00",65,"F","Outside/Open Areas",202304
202303,3,0,49235,1101860,"D","03/03/2023 00:00:00",65,"F","Vehicle/Towed Trailer",202303
202305,16,0,49285,1103305,"D","05/16/2023 00:00:00",81,"F","Vehicle/Towed Trailer",202305
202305,1,0,49286,1103305,"D","05/01/2023 00:00:00",64,"M","Vehicle/Towed Trailer",202305
202305,1,0,49287,1103305,"D","05/01/2023 00:00:00",88,"F","Vehicle/Towed Trailer",202305
202305,1,0,49288,1103305,"D","05/01/2023 00:00:00",73,"M","Vehicle/Towed Trailer",202305
202305,1,0,49290,1103305,"D","05/01/2023 00:00:00",55,"M","Vehicle/Towed Trailer",202305
202305,1,0,49291,1103305,"D","05/01/2023 00:00:00",54,"F","Vehicle/Towed Trailer",202305
202305,1,0,49292,1103305,"D","05/01/2023 00:00:00",58,"M","Vehicle/Towed Trailer",202305
202302,8,0,49570,1120692,"D","02/08/2023 00:00:00",80,"M","Vehicle/Towed Trailer",202302
202305,1,0,49289,1103305,"D","05/01/2023 00:00:00",71,"F","Vehicle/Towed Trailer",202305
202303,21,0,48891,1088869,"I","03/21/2023 00:00:00",64,"F","Vehicle/Towed Trailer",202303
202302,2,0,48716,1075461,"I","02/02/2023 00:00:00",35,"M","Vehicle/Towed Trailer",202302
202302,2,0,48717,1075467,"I","02/02/2023 00:00:00",45,"M","Vehicle/Towed Trailer",202302
202302,9,0,48719,1076985,"I","02/09/2023 00:00:00",27,"M","Vehicle/Towed Trailer",202302
202302,26,0,48806,1081667,"D","02/26/2023 00:00:00",62,"M","Mobile/Trailer Home",202302
202302,23,0,48852,1083140,"D","02/23/2023 00:00:00",24,"M","Outside/Open Areas",202302
202301,28,0,48170,1068306,"D","01/28/2023 00:00:00",27,"M","In Water",202301
202301,29,0,48567,1076699,"I","01/29/2023 00:00:00",20,"F","Vehicle/Towed Trailer",202301
202301,9,0,48646,1079026,"D","01/09/2023 00:00:00",43,"F","Vehicle/Towed Trailer",202301
202301,14,0,48702,1080453,"D","01/14/2023 00:00:00",73,"F","Under Tree",202301
202303,5,0,48504,1074496,"D","03/05/2023 00:00:00",60,"M","In Water",202303
202303,3,0,48506,1074596,"D","03/03/2023 00:00:00",46,"F","Vehicle/Towed Trailer",202303
202303,3,0,48507,1074596,"D","03/03/2023 00:00:00",64,"M","Vehicle/Towed Trailer",202303
202303,3,0,48542,1076235,"D","03/03/2023 00:00:00",33,"M","In Water",202303
202303,3,0,48543,1076235,"D","03/03/2023 00:00:00",61,"M","In Water",202303
202303,2,0,48544,1076234,"D","03/02/2023 00:00:00",49,"F","In Water",202303
202303,16,0,48545,1076236,"D","03/16/2023 00:00:00",,"M","In Water",202303
202303,16,0,48546,1076237,"D","03/16/2023 00:00:00",47,"M","In Water",202303
202303,16,0,48547,1076237,"D","03/16/2023 00:00:00",50,"M","In Water",202303
202303,19,0,48609,1077867,"D","03/19/2023 00:00:00",54,"M","Outside/Open Areas",202303
202303,3,0,48647,1073893,"D","03/03/2023 00:00:00",62,"M","Vehicle/Towed Trailer",202303
202303,3,0,48648,1073911,"D","03/03/2023 00:00:00",15,"F","Outside/Open Areas",202303
202303,3,0,48649,1073911,"D","03/03/2023 00:00:00",81,"F","Outside/Open Areas",202303
202303,2,0,48682,1079562,"D","03/02/2023 00:00:00",,"","Unknown",202303
202303,16,0,48685,1079654,"D","03/16/2023 00:00:00",5,"F","Outside/Open Areas",202303
202303,3,0,48692,1079754,"D","03/03/2023 00:00:00",70,"M","Vehicle/Towed Trailer",202303
202303,24,0,48693,1079802,"D","03/24/2023 00:00:00",40,"M","In Water",202303
202303,24,0,48694,1079803,"D","03/24/2023 00:00:00",55,"M","In Water",202303
202303,24,0,48710,1080876,"D","03/24/2023 00:00:00",74,"M","In Water",202303
202303,10,0,48713,1080877,"D","03/10/2023 00:00:00",18,"M","In Water",202303
202303,17,0,48728,1077864,"D","03/17/2023 00:00:00",36,"M","Outside/Open Areas",202303
202303,10,0,48740,1082977,"I","03/10/2023 00:00:00",,"","Vehicle/Towed Trailer",202303
202303,17,0,48751,1084397,"D","03/17/2023 00:00:00",35,"M","Outside/Open Areas",202303
202303,25,0,48757,1084610,"D","03/25/2023 00:00:00",70,"F","Vehicle/Towed Trailer",202303
202303,22,0,48761,1085006,"D","03/22/2023 00:00:00",27,"F","In Water",202303
202303,22,0,48762,1085006,"D","03/22/2023 00:00:00",7,"M","In Water",202303
202303,10,0,48764,1085264,"D","03/10/2023 00:00:00",57,"M","Permanent Structure",202303
202303,4,0,48766,1080456,"I","03/04/2023 00:00:00",69,"M","Under Tree",202303
202303,21,0,48783,1086521,"D","03/21/2023 00:00:00",,"F","Outside/Open Areas",202303
202303,21,0,48785,1086657,"D","03/21/2023 00:00:00",79,"M","Under Tree",202303
202303,21,0,48786,1086658,"D","03/21/2023 00:00:00",63,"M","Under Tree",202303
202303,21,0,48787,1086656,"D","03/21/2023 00:00:00",29,"M","Under Tree",202303
202303,21,0,48788,1086659,"D","03/21/2023 00:00:00",36,"M","Under Tree",202303
202303,3,0,48789,1074896,"D","03/03/2023 00:00:00",11,"M","In Water",202303
202303,29,0,48808,1087858,"D","03/29/2023 00:00:00",,"M","Permanent Home",202303
202303,23,0,48814,1088056,"D","03/23/2023 00:00:00",49,"F","Vehicle/Towed Trailer",202303
202303,25,0,48834,1088932,"D","03/25/2023 00:00:00",44,"M","Boating",202303
202303,12,0,48835,1088947,"D","03/12/2023 00:00:00",28,"F","In Water",202303
202303,12,0,48836,1088947,"D","03/12/2023 00:00:00",8,"F","In Water",202303
202303,12,0,48837,1088947,"D","03/12/2023 00:00:00",7,"F","In Water",202303
202303,10,0,48853,1087896,"I","03/10/2023 00:00:00",29,"M","Vehicle/Towed Trailer",202303
202303,31,0,48865,1089117,"I","03/31/2023 00:00:00",,"M","Permanent Home",202303
202303,23,0,48866,1088048,"D","03/23/2023 00:00:00",20,"M","Vehicle/Towed Trailer",202303
202303,23,0,48867,1088048,"D","03/23/2023 00:00:00",19,"M","Vehicle/Towed Trailer",202303
202303,21,0,48868,1089507,"I","03/21/2023 00:00:00",56,"M","Vehicle/Towed Trailer",202303
202303,31,0,48969,1089564,"D","03/31/2023 00:00:00",53,"M","Camping",202303
202303,31,0,48970,1089564,"D","03/31/2023 00:00:00",47,"F","Camping",202303
202303,18,0,49013,1090100,"D","03/18/2023 00:00:00",81,"M","In Water",202303
202303,14,0,49020,1090695,"I","03/14/2023 00:00:00",83,"M","Vehicle/Towed Trailer",202303
202303,1,0,49023,1084499,"D","03/01/2023 00:00:00",,"","Permanent Home",202303
202303,31,0,49049,1089561,"D","03/31/2023 00:00:00",61,"F","Permanent Home",202303
202303,31,0,49050,1089561,"D","03/31/2023 00:00:00",38,"M","Permanent Home",202303
202303,31,0,49051,1089561,"D","03/31/2023 00:00:00",47,"M","Mobile/Trailer Home",202303
202303,31,0,49106,1089588,"D","03/31/2023 00:00:00",55,"M","Mobile/Trailer Home",202303
202306,17,0,49136,1094977,"D","06/17/2023 00:00:00",38,"M","In Water",202306
202306,23,0,49137,1094978,"D","06/23/2023 00:00:00",70,"M","In Water",202306
202306,15,0,49138,1095122,"D","06/15/2023 00:00:00",7,"M","In Water",202306
202306,3,0,49180,1095326,"D","06/03/2023 00:00:00",8,"M","In Water",202306
202306,23,0,49294,1095865,"D","06/23/2023 00:00:00",67,"M","Outside/Open Areas",202306
202306,25,0,49350,1096749,"D","06/25/2023 00:00:00",,"M","Permanent Home",202306
202306,29,0,49166,1097676,"D","06/29/2023 00:00:00",52,"F","Under Tree",202306
202306,21,0,49374,1098431,"D","06/21/2023 00:00:00",85,"F","Permanent Home",202306
202306,21,0,49375,1098431,"D","06/21/2023 00:00:00",59,"M","Vehicle/Towed Trailer",202306
202306,21,0,49376,1098431,"D","06/21/2023 00:00:00",43,"M","Vehicle/Towed Trailer",202306
202306,21,0,49377,1098431,"D","06/21/2023 00:00:00",23,"M","Vehicle/Towed Trailer",202306
202306,6,0,49184,1099045,"D","06/06/2023 00:00:00",19,"M","In Water",202306
202306,21,0,49186,1099078,"D","06/21/2023 00:00:00",19,"F","In Water",202306
202306,20,0,49187,1099079,"D","06/20/2023 00:00:00",19,"M","In Water",202306
202306,20,0,49191,1099748,"D","06/20/2023 00:00:00",18,"M","In Water",202306
202306,14,0,49192,1099784,"D","06/14/2023 00:00:00",,"M","Outside/Open Areas",202306
202306,15,0,49199,1100044,"D","06/15/2023 00:00:00",52,"M","In Water",202306
202306,18,0,49200,1100045,"D","06/18/2023 00:00:00",47,"M","In Water",202306
202306,21,0,49201,1100046,"D","06/21/2023 00:00:00",53,"M","In Water",202306
202306,22,0,49204,1100048,"D","06/22/2023 00:00:00",65,"M","In Water",202306
202306,24,0,49208,1100049,"D","06/24/2023 00:00:00",58,"M","In Water",202306
202306,24,0,49205,1100050,"D","06/24/2023 00:00:00",39,"F","In Water",202306
202306,24,0,49206,1100050,"D","06/24/2023 00:00:00",63,"M","In Water",202306
202306,24,0,49207,1100050,"D","06/24/2023 00:00:00",68,"M","In Water",202306
202306,22,0,49304,1104616,"D","06/22/2023 00:00:00",47,"M","In Water",202306
202306,4,0,49308,1106205,"D","06/04/2023 00:00:00",15,"M","In Water",202306
202306,3,0,49442,1107540,"D","06/03/2023 00:00:00",58,"M","Vehicle/Towed Trailer",202306
202306,16,0,49355,1107603,"D","06/16/2023 00:00:00",,"F","Boating",202306
202306,16,0,49356,1107603,"D","06/16/2023 00:00:00",,"F","Boating",202306
202306,25,0,49372,1111095,"D","06/25/2023 00:00:00",18,"M","In Water",202306
202306,25,0,49373,1111095,"D","06/25/2023 00:00:00",18,"M","In Water",202306
202306,6,0,49379,1111752,"D","06/06/2023 00:00:00",59,"M","Outside/Open Areas",202306
202306,6,0,49380,1111752,"D","06/06/2023 00:00:00",82,"M","Outside/Open Areas",202306
202306,17,0,49381,1111753,"I","06/17/2023 00:00:00",49,"M","Outside/Open Areas",202306
202306,26,0,49382,1111754,"I","06/26/2023 00:00:00",65,"F","Unknown",202306
202306,29,0,49383,1111755,"D","06/29/2023 00:00:00",52,"M","Outside/Open Areas",202306
202306,15,0,49385,1112298,"D","06/15/2023 00:00:00",11,"M","Mobile/Trailer Home",202306
202306,15,0,49386,1112298,"D","06/15/2023 00:00:00",66,"F","Permanent Home",202306
202306,15,0,49387,1112298,"D","06/15/2023 00:00:00",67,"F","Permanent Home",202306
202306,24,0,49397,1112557,"I","06/24/2023 00:00:00",49,"F","Outside/Open Areas",202306
202306,28,0,49410,1112576,"I","06/28/2023 00:00:00",42,"M","Outside/Open Areas",202306
202306,29,0,49411,1112576,"I","06/29/2023 00:00:00",48,"M","Outside/Open Areas",202306
202306,30,0,49412,1112576,"I","06/30/2023 00:00:00",76,"M","Permanent Structure",202306
202306,17,0,49393,1112603,"D","06/17/2023 00:00:00",30,"M","Mobile/Trailer Home",202306
202306,17,0,49432,1112859,"D","06/17/2023 00:00:00",,"F","Camping",202306
202306,26,0,49399,1113269,"D","06/26/2023 00:00:00",28,"M","Outside/Open Areas",202306
202306,26,0,49405,1113280,"D","06/26/2023 00:00:00",36,"F","Outside/Open Areas",202306
202306,26,0,49403,1113286,"I","06/26/2023 00:00:00",40,"M","Outside/Open Areas",202306
202306,25,0,49416,1114255,"D","06/25/2023 00:00:00",64,"F","Mobile/Trailer Home",202306
202306,25,0,49417,1114255,"D","06/25/2023 00:00:00",40,"M","Mobile/Trailer Home",202306
202306,21,0,49436,1114827,"D","06/21/2023 00:00:00",62,"F","Permanent Home",202306
202306,19,0,49439,1114847,"D","06/19/2023 00:00:00",35,"M","Outside/Open Areas",202306
202306,25,0,49437,1114914,"D","06/25/2023 00:00:00",49,"M","Outside/Open Areas",202306
202306,16,0,49421,1115052,"D","06/16/2023 00:00:00",71,"F","Mobile/Trailer Home",202306
202306,16,0,49422,1115052,"D","06/16/2023 00:00:00",72,"M","Mobile/Trailer Home",202306
202306,16,0,49423,1115054,"D","06/16/2023 00:00:00",46,"M","Heavy Equipment/Construction",202306
202306,16,0,49420,1115060,"D","06/16/2023 00:00:00",67,"M","Permanent Home",202306
202306,24,0,49424,1115113,"D","06/24/2023 00:00:00",67,"M","Unknown",202306
202306,24,0,49425,1115113,"D","06/24/2023 00:00:00",20,"M","Unknown",202306
202306,12,0,49426,1115143,"D","06/12/2023 00:00:00",40,"M","Unknown",202306
202306,22,0,49427,1115145,"D","06/22/2023 00:00:00",70,"M","Unknown",202306
202306,21,0,49428,1115533,"D","06/21/2023 00:00:00",17,"M","Outside/Open Areas",202306
202306,14,0,49441,1115592,"I","06/14/2023 00:00:00",73,"M","Permanent Home",202306
202306,25,0,49456,1116779,"I","06/25/2023 00:00:00",58,"M","Outside/Open Areas",202306
202307,6,0,49870,1125854,"I","07/06/2023 00:00:00",54,"M","Permanent Home",202307
202307,7,0,49873,1125854,"I","07/07/2023 00:00:00",62,"M","Permanent Home",202307
202307,3,0,49874,1125861,"D","07/03/2023 00:00:00",67,"F","Mobile/Trailer Home",202307
202307,8,0,49878,1125864,"D","07/08/2023 00:00:00",78,"M","Mobile/Trailer Home",202307
202307,4,0,49879,1125864,"D","07/04/2023 00:00:00",,"","Outside/Open Areas",202307
202307,7,0,49880,1125864,"I","07/07/2023 00:00:00",80,"M","Outside/Open Areas",202307
202307,2,0,49877,1126054,"D","07/02/2023 00:00:00",39,"F","Outside/Open Areas",202307
202307,10,0,49883,1126073,"D","07/10/2023 00:00:00",47,"M","Outside/Open Areas",202307
202307,11,0,50194,1126074,"I","07/11/2023 00:00:00",56,"F","Outside/Open Areas",202307
202307,12,0,50196,1126074,"I","07/12/2023 00:00:00",54,"M","Outside/Open Areas",202307
202307,12,0,50197,1126074,"I","07/12/2023 00:00:00",59,"M","Outside/Open Areas",202307
202307,13,0,50198,1126074,"I","07/13/2023 00:00:00",61,"M","Outside/Open Areas",202307
202307,13,0,50199,1126074,"I","07/13/2023 00:00:00",78,"M","Outside/Open Areas",202307
202307,13,0,50200,1126074,"I","07/13/2023 00:00:00",48,"M","Outside/Open Areas",202307
202307,13,0,50203,1126074,"D","07/13/2023 00:00:00",34,"M","Outside/Open Areas",202307
202307,13,0,50204,1126074,"D","07/13/2023 00:00:00",64,"M","Outside/Open Areas",202307
202307,12,0,50205,1126074,"D","07/12/2023 00:00:00",37,"F","Outside/Open Areas",202307
202307,12,0,50206,1126074,"D","07/12/2023 00:00:00",23,"M","Outside/Open Areas",202307
202307,13,0,50207,1126074,"D","07/13/2023 00:00:00",47,"M","Outside/Open Areas",202307
202307,11,0,50195,1126074,"I","07/11/2023 00:00:00",63,"F","Permanent Home",202307
202307,13,0,50201,1126074,"I","07/13/2023 00:00:00",76,"F","Permanent Home",202307
202307,12,0,50202,1126074,"D","07/12/2023 00:00:00",63,"M","Permanent Home",202307
202307,12,0,49899,1126088,"D","07/12/2023 00:00:00",37,"M","Outside/Open Areas",202307
202307,15,0,49994,1127007,"D","07/15/2023 00:00:00",22,"M","Outside/Open Areas",202307
202307,18,0,49995,1127007,"D","07/18/2023 00:00:00",36,"F","Outside/Open Areas",202307
202307,29,0,49996,1127007,"D","07/29/2023 00:00:00",34,"M","Outside/Open Areas",202307
202307,28,0,49997,1127007,"I","07/28/2023 00:00:00",51,"M","Outside/Open Areas",202307
202307,14,0,50182,1127012,"D","07/14/2023 00:00:00",33,"M","Outside/Open Areas",202307
202307,15,0,50183,1127012,"D","07/15/2023 00:00:00",24,"M","Outside/Open Areas",202307
202307,15,0,50184,1127012,"D","07/15/2023 00:00:00",36,"F","Outside/Open Areas",202307
202307,20,0,50185,1127012,"D","07/20/2023 00:00:00",,"M","Outside/Open Areas",202307
202307,22,0,50186,1127012,"D","07/22/2023 00:00:00",,"M","Outside/Open Areas",202307
202307,22,0,50187,1127012,"D","07/22/2023 00:00:00",,"","Outside/Open Areas",202307
202307,22,0,50188,1127012,"D","07/22/2023 00:00:00",,"","Outside/Open Areas",202307
202307,28,0,50189,1127012,"D","07/28/2023 00:00:00",24,"F","Outside/Open Areas",202307
202307,27,0,50190,1127012,"D","07/27/2023 00:00:00",79,"M","Permanent Home",202307
202307,27,0,50191,1127012,"D","07/27/2023 00:00:00",80,"F","Permanent Home",202307
202307,20,0,50192,1127012,"I","07/20/2023 00:00:00",51,"M","Permanent Structure",202307
202307,21,0,50193,1127012,"D","07/21/2023 00:00:00",58,"F","Permanent Structure",202307
202307,20,0,50091,1127089,"D","07/20/2023 00:00:00",25,"F","Outside/Open Areas",202307
202307,22,0,50092,1127089,"D","07/22/2023 00:00:00",27,"M","Outside/Open Areas",202307
202307,28,0,50093,1127089,"D","07/28/2023 00:00:00",40,"M","Outside/Open Areas",202307
202307,29,0,50094,1127089,"D","07/29/2023 00:00:00",23,"F","Outside/Open Areas",202307
202307,30,0,50095,1127089,"D","07/30/2023 00:00:00",31,"M","Outside/Open Areas",202307
202307,21,0,50096,1127089,"I","07/21/2023 00:00:00",87,"M","Outside/Open Areas",202307
202307,21,0,50237,1127090,"D","07/21/2023 00:00:00",79,"F","Mobile/Trailer Home",202307
202307,23,0,50241,1127090,"D","07/23/2023 00:00:00",73,"F","Mobile/Trailer Home",202307
202307,19,0,50255,1127090,"I","07/19/2023 00:00:00",76,"F","Mobile/Trailer Home",202307
202307,21,0,50256,1127090,"I","07/21/2023 00:00:00",74,"M","Mobile/Trailer Home",202307
202307,23,0,50257,1127090,"I","07/23/2023 00:00:00",64,"M","Mobile/Trailer Home",202307
202307,23,0,50258,1127090,"I","07/23/2023 00:00:00",87,"M","Mobile/Trailer Home",202307
202307,23,0,50259,1127090,"I","07/23/2023 00:00:00",76,"F","Mobile/Trailer Home",202307
202307,26,0,50269,1127090,"I","07/26/2023 00:00:00",44,"F","Mobile/Trailer Home",202307
202307,17,0,50232,1127090,"D","07/17/2023 00:00:00",45,"M","Outside/Open Areas",202307
202307,17,0,50233,1127090,"D","07/17/2023 00:00:00",56,"M","Outside/Open Areas",202307
202307,21,0,50236,1127090,"D","07/21/2023 00:00:00",85,"F","Outside/Open Areas",202307
202307,21,0,50239,1127090,"D","07/21/2023 00:00:00",41,"F","Outside/Open Areas",202307
202307,21,0,50240,1127090,"D","07/21/2023 00:00:00",60,"F","Outside/Open Areas",202307
202307,29,0,50242,1127090,"D","07/29/2023 00:00:00",51,"M","Outside/Open Areas",202307
202307,14,0,50245,1127090,"I","07/14/2023 00:00:00",49,"M","Outside/Open Areas",202307
